title,author,price,original_price,url,website,isbn,description,image_url,category,date_parsed
Герой нашего времени: роман,Михаил Лермонтов,289,289 ₽,https://www.chitai-gorod.ru/product/geroy-nashego-vremeni-roman-2480417,chitai-gorod,978363546375,Книга 'Герой нашего времени: роман...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Капитанская дочка,Александр Пушкин,299,299 ₽,https://www.chitai-gorod.ru/product/kapitanskaya-dochka-2495747,chitai-gorod,978965423026,Книга 'Капитанская дочка...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Бесы. Роман,Федор Достоевский,339,339 ₽,https://www.chitai-gorod.ru/product/besy-roman-2863229,chitai-gorod,978887133633,Книга 'Бесы. Роман...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Морфий,Михаил Булгаков,289,289 ₽,https://www.chitai-gorod.ru/product/morfiy-2512180,chitai-gorod,978855411261,Книга 'Морфий...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Великий Гэтсби,Френсис Скотт Фицджеральд,299,299 ₽,https://www.chitai-gorod.ru/product/velikiy-getsbi-3073166,chitai-gorod,978731275730,Книга 'Великий Гэтсби...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Скорбь Сатаны,Мария Корелли,749,749 ₽,https://www.chitai-gorod.ru/product/skorb-satany-3000038,chitai-gorod,978329221447,Книга 'Скорбь Сатаны...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Ночь в Лиссабоне,Эрих Мария Ремарк,379,379 ₽,https://www.chitai-gorod.ru/product/noch-v-lissabone-2609975,chitai-gorod,978885015398,Книга 'Ночь в Лиссабоне...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Яма: роман,Александр Куприн,309,309 ₽,https://www.chitai-gorod.ru/product/yama-roman-2469370,chitai-gorod,978380816514,Книга 'Яма: роман...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Фауст,Иоганн Вольфганг фон Гёте,329,329 ₽,https://www.chitai-gorod.ru/product/faust-2541984,chitai-gorod,978609127388,Книга 'Фауст...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Вишневый сад,Антон Чехов,299,299 ₽,https://www.chitai-gorod.ru/product/vishnevyy-sad-2912829,chitai-gorod,978737470964,Книга 'Вишневый сад...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Джейн Эйр,Шарлотта Бронте,329,329 ₽,https://www.chitai-gorod.ru/product/dzheyn-eyr-2544490,chitai-gorod,978986832352,Книга 'Джейн Эйр...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Мертвые души: поэма,Николай Гоголь,299,299 ₽,https://www.chitai-gorod.ru/product/mertvye-dushi-poema-2459100,chitai-gorod,978613438641,Книга 'Мертвые души: поэма...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Посторонний,Альбер Камю,319,319 ₽,https://www.chitai-gorod.ru/product/postoronniy-2859722,chitai-gorod,978822895526,Книга 'Посторонний...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
О дивный новый мир,Олдос Леонард Хаксли,389,389 ₽,https://www.chitai-gorod.ru/product/o-divnyy-novyy-mir-2969921,chitai-gorod,978602742138,Книга 'О дивный новый мир...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Собор Парижской Богоматери,Виктор Мари Гюго,339,339 ₽,https://www.chitai-gorod.ru/product/sobor-parizhskoy-bogomateri-2513491,chitai-gorod,978147397964,Книга 'Собор Парижской Богоматери...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Убить пересмешника…,Харпер Ли,529,529 ₽,https://www.chitai-gorod.ru/product/ubit-peresmeshnika-2622192,chitai-gorod,978507964120,Книга 'Убить пересмешника…...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Повелитель мух,Уильям Голдинг,379,379 ₽,https://www.chitai-gorod.ru/product/povelitel-muh-2398281,chitai-gorod,978863518257,Книга 'Повелитель мух...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
"Жизнь взаймы, или У неба любимчиков нет",Эрих Мария Ремарк,379,379 ₽,https://www.chitai-gorod.ru/product/zhizn-vzaymy-ili-u-neba-lyubimchikov-net-2682724,chitai-gorod,978554863181,"Книга 'Жизнь взаймы, или У неба любимчиков нет...'",https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Скотный Двор. Эссе,Джордж Оруэлл,329,329 ₽,https://www.chitai-gorod.ru/product/skotnyy-dvor-esse-2588539,chitai-gorod,978872045928,Книга 'Скотный Двор. Эссе...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Жизнь на продажу,Юкио Мисима,319,319 ₽,https://www.chitai-gorod.ru/product/zhizn-na-prodazhu-2886029,chitai-gorod,978175534428,Книга 'Жизнь на продажу...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Граф Монте-Кристо [Роман. В 2 т.] Том I,Александр Дюма (отец),339,339 ₽,https://www.chitai-gorod.ru/product/graf-monte-kristo-roman-v-2-t-tom-i-2597420,chitai-gorod,978795404976,Книга 'Граф Монте-Кристо [Роман. В 2 т.] Том I...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Анна Каренина: роман,Лев Толстой,349,349 ₽,https://www.chitai-gorod.ru/product/anna-karenina-roman-2459099,chitai-gorod,978120988454,Книга 'Анна Каренина: роман...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Мастер и Маргарита,Михаил Булгаков,0,0 ₽,https://www.chitai-gorod.ru/product/master-i-margarita-2980525,chitai-gorod,978892127396,Книга 'Мастер и Маргарита...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Собор Парижской Богоматери,Виктор Мари Гюго,649,649 ₽,https://www.chitai-gorod.ru/product/sobor-parizhskoy-bogomateri-2919633,chitai-gorod,978323909750,Книга 'Собор Парижской Богоматери...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Театр,Уильям Сомерсет Моэм,379,379 ₽,https://www.chitai-gorod.ru/product/teatr-2401385,chitai-gorod,978329695446,Книга 'Театр...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
К востоку от Эдема,Джон Стейнбек,549,549 ₽,https://www.chitai-gorod.ru/product/k-vostoku-ot-edema-2589236,chitai-gorod,978440970591,Книга 'К востоку от Эдема...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Лолита,Владимир Набоков,849,849 ₽,https://www.chitai-gorod.ru/product/lolita-2860043,chitai-gorod,978584857666,Книга 'Лолита...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
О мышах и людях. Жемчужина,Джон Стейнбек,369,369 ₽,https://www.chitai-gorod.ru/product/o-myshah-i-lyudyah-zhemchuzhina-2537065,chitai-gorod,978551014161,Книга 'О мышах и людях. Жемчужина...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Отель,Артур Хейли,499,499 ₽,https://www.chitai-gorod.ru/product/otel-2410259,chitai-gorod,978546847476,Книга 'Отель...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Цветы для Элджернона,Дэниел Киз,649,649 ₽,https://www.chitai-gorod.ru/product/cvety-dlya-eldzhernona-3034715,chitai-gorod,978870379620,Книга 'Цветы для Элджернона...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Гранатовый браслет,Александр Куприн,299,299 ₽,https://www.chitai-gorod.ru/product/granatovyy-braslet-2504555,chitai-gorod,978488859168,Книга 'Гранатовый браслет...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Демиан,Герман Гессе,359,359 ₽,https://www.chitai-gorod.ru/product/demian-2428172,chitai-gorod,978290555884,Книга 'Демиан...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
Таинственный сад,Фрэнсис Элиза Ходжсон Бёрнетт,309,309 ₽,https://www.chitai-gorod.ru/product/tainstvennyy-sad-novyy-perevod-3049549,chitai-gorod,978547674007,Книга 'Таинственный сад...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:36
"Человек, который смеется",Виктор Мари Гюго,349,349 ₽,https://www.chitai-gorod.ru/product/chelovek-kotoryy-smeetsya-2481830,chitai-gorod,978151190136,"Книга 'Человек, который смеется...'",https://content.img-gorod.ru/pim/products/images/a8/8c/018fa159-d463-712a-acff-a9346eeca88c.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Дракула,Брэм Стокер,319,319 ₽,https://www.chitai-gorod.ru/product/drakula-3027048,chitai-gorod,978987173726,Книга 'Дракула...',https://content.img-gorod.ru/pim/products/images/6c/21/018fa300-d4db-70a0-aa50-868f779d6c21.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Униженные и оскорбленные,Федор Достоевский,309,309 ₽,https://www.chitai-gorod.ru/product/unizhennye-i-oskorblennye-2495748,chitai-gorod,978393161802,Книга 'Униженные и оскорбленные...',https://content.img-gorod.ru/pim/products/images/28/9a/0195175c-b2ea-7ef2-8199-8f6148a6289a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Ваш покорный слуга кот,Сосэки Нацумэ,379,379 ₽,https://www.chitai-gorod.ru/product/vash-pokornyy-sluga-kot-2965154,chitai-gorod,978203872075,Книга 'Ваш покорный слуга кот...',https://content.img-gorod.ru/pim/products/images/49/7b/018fa2ad-f51d-71e4-bac0-f9e98b38497b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Странник по звездам,Джек Лондон,309,309 ₽,https://www.chitai-gorod.ru/product/strannik-po-zvezdam-2597422,chitai-gorod,978940594794,Книга 'Странник по звездам...',https://content.img-gorod.ru/pim/products/images/ce/24/018fa182-da60-7d1b-ab53-6f9cab94ce24.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Граф Монте-Кристо [Роман. В 2 т.] Т. II,Александр Дюма (отец),339,339 ₽,https://www.chitai-gorod.ru/product/graf-monte-kristo-roman-v-2-t-t-ii-2597421,chitai-gorod,978329413024,Книга 'Граф Монте-Кристо [Роман. В 2 т.] Т. II...',https://content.img-gorod.ru/pim/products/images/58/82/0194e3fc-eaa1-7fe1-99a7-a6ceb9305882.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
На дне,Максим Горький,299,299 ₽,https://www.chitai-gorod.ru/product/na-dne-2894012,chitai-gorod,978677246924,Книга 'На дне...',https://content.img-gorod.ru/pim/products/images/a2/cd/018fa25e-255c-7a77-b8bc-5737b0daa2cd.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Коллекционер,Джон Роберт Фаулз,749,749 ₽,https://www.chitai-gorod.ru/product/kollekcioner-2833991,chitai-gorod,978109067600,Книга 'Коллекционер...',https://content.img-gorod.ru/pim/products/images/7a/59/019a2961-193e-75e1-a186-476f56997a59.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Приют Грез,Эрих Мария Ремарк,339,339 ₽,https://www.chitai-gorod.ru/product/priyut-grez-novyy-perevod-2922671,chitai-gorod,978478163379,Книга 'Приют Грез...',https://content.img-gorod.ru/pim/products/images/84/2a/018fa256-497c-7361-a2c9-9a3e85c9842a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Тошнота,Жан Сартр,379,379 ₽,https://www.chitai-gorod.ru/product/toshnota-2397514,chitai-gorod,978712815636,Книга 'Тошнота...',https://content.img-gorod.ru/pim/products/images/3b/0b/018fa14f-bc8a-7301-a141-1f3d5c863b0b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Доктор Живаго : роман,Борис Пастернак,359,359 ₽,https://www.chitai-gorod.ru/product/doktor-zhivago-roman-2466123,chitai-gorod,978701769064,Книга 'Доктор Живаго : роман...',https://content.img-gorod.ru/pim/products/images/04/ea/018fa154-bb24-7085-943f-61b0740504ea.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Незнакомка из Уайлдфелл-Холла,Энн Бронте,329,329 ₽,https://www.chitai-gorod.ru/product/neznakomka-iz-uayldfell-holla-2965421,chitai-gorod,978816098350,Книга 'Незнакомка из Уайлдфелл-Холла...',https://content.img-gorod.ru/pim/products/images/22/9a/018fa2b9-f0bc-7ed3-89c4-8d99e6c1229a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
Заводной апельсин,Энтони Бёрджесс,359,359 ₽,https://www.chitai-gorod.ru/product/zavodnoy-apelsin-2397960,chitai-gorod,978129542773,Книга 'Заводной апельсин...',https://content.img-gorod.ru/pim/products/images/64/7c/019a7664-4b49-753a-98d2-23c1f93d647c.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:39
