title,author,price,original_price,store_price,url,website,isbn,description,image_url,category,date_parsed
Простовещи,Минаев С.,1462,1 462 ₽,1 720 ₽ в магазине,https://www.moscowbooks.ru/book/1235654/,moscowbooks,978382024261,Книга 'Простовещи...',https://www.moscowbooks.ru/image/book/845/w154/i845011.jpg?cu=20250820153501,История,2026-01-20 01:43:32
Тайны истории. Тайны Древнего мира. Тайны античного мира. Тайны Средневековья. Тайны Нового времени,Булычев К.,1236,1 236 ₽,1 440 ₽ в магазине,https://www.moscowbooks.ru/book/1223007/,moscowbooks,978239856649,Книга 'Тайны истории. Тайны Древнего мира. Тайны античног...',https://www.moscowbooks.ru/image/book/835/w154/i835174.jpg?cu=20250312194515,История,2026-01-20 01:43:32
История Российская. 1991–2025. Возвращение,Никонов В. А.,1556,1 556 ₽,1 830 ₽ в магазине,https://www.moscowbooks.ru/book/1246288/,moscowbooks,978495269836,Книга 'История Российская. 1991–2025. Возвращение...',https://www.moscowbooks.ru/image/book/853/w154/i853222.jpg?cu=20251127130506,История,2026-01-20 01:43:32
Большая книга писем,Екатерина II Великая,391,391 ₽,460 ₽ в магазине,https://www.moscowbooks.ru/book/1249341/,moscowbooks,978583212734,Книга 'Большая книга писем...',https://www.moscowbooks.ru/image/book/855/w154/i855766.jpg?cu=20251226193528,История,2026-01-20 01:43:32
История библиотек: Коллекционеры. Тексты. Здания,Барбье Ф.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1247349/,moscowbooks,978634805852,Книга 'История библиотек: Коллекционеры. Тексты. Здания...',https://www.moscowbooks.ru/image/book/854/w154/i854269.jpg?cu=20251205151504,История,2026-01-20 01:43:32
Рассказы из русской истории. XVIII век,Мединский В. Р.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1219710/,moscowbooks,978942066213,Книга 'Рассказы из русской истории. XVIII век...',https://www.moscowbooks.ru/image/book/832/w154/i832406.jpg?cu=20250206172504,История,2026-01-20 01:43:32
Ефим Славский. Атомный главком,Самохин А. Е.,3730,3 730 ₽,3 730 ₽ в магазине,https://www.moscowbooks.ru/book/1221212/,moscowbooks,978141315008,Книга 'Ефим Славский. Атомный главком...',https://www.moscowbooks.ru/image/book/833/w154/i833726.jpg?cu=20250221182503,История,2026-01-20 01:43:32
Олигархи Российской империи. Портреты и секреты дореволюционных предпринимателей,Макарушкина М.,689,689 ₽,830 ₽ в магазине,https://www.moscowbooks.ru/book/1247198/,moscowbooks,978146371393,Книга 'Олигархи Российской империи. Портреты и секреты до...',https://www.moscowbooks.ru/image/book/854/w154/i854006.jpg?cu=20251203174504,История,2026-01-20 01:43:32
"Легендарные Королевы. Екатерина Арагонская, Елизавета I Английская, Екатерина Великая, Шарлотта Мексиканская, Императрица Цыси",Морато К.,2066,2 066 ₽,2 430 ₽ в магазине,https://www.moscowbooks.ru/book/1249891/,moscowbooks,978820564767,"Книга 'Легендарные Королевы. Екатерина Арагонская, Елизав...'",https://www.moscowbooks.ru/image/book/856/w154/i856017.jpg?cu=20260114181525,История,2026-01-20 01:43:32
Ленин,Данилкин Л. А.,1453,1 453 ₽,1 750 ₽ в магазине,https://www.moscowbooks.ru/book/1249938/,moscowbooks,978523236197,Книга 'Ленин...',https://www.moscowbooks.ru/image/book/856/w154/i856049.jpg?cu=20260114181525,История,2026-01-20 01:43:32
Петербургская семья,Жерихина Е. И.,350,350 ₽,350 ₽ в магазине,https://www.moscowbooks.ru/book/1245793/,moscowbooks,978392968475,Книга 'Петербургская семья...',https://www.moscowbooks.ru/image/book/852/w154/i852823.jpg?cu=20251124161556,История,2026-01-20 01:43:32
1837 год. Скрытая трансформация России,Верт П.,1110,1 110 ₽,1 110 ₽ в магазине,https://www.moscowbooks.ru/book/1244695/,moscowbooks,978647459657,Книга '1837 год. Скрытая трансформация России...',https://www.moscowbooks.ru/image/book/851/w154/i851894.jpg?cu=20251114204548,История,2026-01-20 01:43:32
Правители России. Кратко,Бутромеев В. П.,170,170 ₽,200 ₽ в магазине,https://www.moscowbooks.ru/book/1240465/,moscowbooks,978566415537,Книга 'Правители России. Кратко...',https://www.moscowbooks.ru/image/book/848/w154/i848921.jpg?cu=20251014170506,История,2026-01-20 01:43:35
Люди дела. Купцы. Промышленники. Меценаты,Автор не указан,4216,4 216 ₽,4 960 ₽ в магазине,https://www.moscowbooks.ru/book/1249384/,moscowbooks,978925238629,Книга 'Люди дела. Купцы. Промышленники. Меценаты...',https://www.moscowbooks.ru/image/book/855/w154/i855785.jpg?cu=20251226193528,История,2026-01-20 01:43:35
Уникальный код Китая. Как философия вкуса сформировала китайскую цивилизацию,Саббан Ф.,1292,1 292 ₽,1 520 ₽ в магазине,https://www.moscowbooks.ru/book/1248455/,moscowbooks,978275108958,Книга 'Уникальный код Китая. Как философия вкуса сформиро...',https://www.moscowbooks.ru/image/book/855/w154/i855159.jpg?cu=20251217110511,История,2026-01-20 01:43:35
Традиции и история Рождества,Прокофьева О.,2142,2 142 ₽,2 520 ₽ в магазине,https://www.moscowbooks.ru/book/1213815/,moscowbooks,978377121273,Книга 'Традиции и история Рождества...',https://www.moscowbooks.ru/image/book/827/w154/i827971.jpg?cu=20241210162511,История,2026-01-20 01:43:35
Пепел над пропастью. Феномен Концентрационного мира нацистской Германии,Якеменко Б. Г.,825,825 ₽,970 ₽ в магазине,https://www.moscowbooks.ru/book/1250083/,moscowbooks,978329110150,Книга 'Пепел над пропастью. Феномен Концентрационного мир...',https://www.moscowbooks.ru/image/book/856/w154/i856181.jpg?cu=20260116161504,История,2026-01-20 01:43:35
Рассказы из русской истории. Профессионалы Империи. Книга седьмая,Мединский В. Р.,884,884 ₽,1 040 ₽ в магазине,https://www.moscowbooks.ru/book/1241437/,moscowbooks,978340098623,Книга 'Рассказы из русской истории. Профессионалы Империи...',https://www.moscowbooks.ru/image/book/850/w154/i850515.jpg?cu=20251030163501,История,2026-01-20 01:43:35
Гибель империи. Российский урок,Митрополит Тихон (Шевкунов),918,918 ₽,1 080 ₽ в магазине,https://www.moscowbooks.ru/book/1175947/,moscowbooks,978821265453,Книга 'Гибель империи. Российский урок...',https://www.moscowbooks.ru/image/book/799/w154/i799131.jpg?cu=20231208113841,История,2026-01-20 01:43:35
"История московской полиции. Организация, задачи и деятельность. XVIII–начало XX в.",Гурьев В. И.,468,468 ₽,550 ₽ в магазине,https://www.moscowbooks.ru/book/1232441/,moscowbooks,978840268018,"Книга 'История московской полиции. Организация, задачи и ...'",https://www.moscowbooks.ru/image/book/842/w154/i842587.jpg?cu=20250704202546,История,2026-01-20 01:43:35
Простовещи,Минаев С.,1462,1 462 ₽,1 720 ₽ в магазине,https://www.moscowbooks.ru/book/1235654/,moscowbooks,978996640603,Книга 'Простовещи...',https://www.moscowbooks.ru/image/book/845/w154/i845011.jpg?cu=20250820153501,История,2026-01-20 01:43:35
Тайны истории. Тайны Древнего мира. Тайны античного мира. Тайны Средневековья. Тайны Нового времени,Булычев К.,1236,1 236 ₽,1 440 ₽ в магазине,https://www.moscowbooks.ru/book/1223007/,moscowbooks,978718736393,Книга 'Тайны истории. Тайны Древнего мира. Тайны античног...',https://www.moscowbooks.ru/image/book/835/w154/i835174.jpg?cu=20250312194515,История,2026-01-20 01:43:35
История Российская. 1991–2025. Возвращение,Никонов В. А.,1556,1 556 ₽,1 830 ₽ в магазине,https://www.moscowbooks.ru/book/1246288/,moscowbooks,978177675812,Книга 'История Российская. 1991–2025. Возвращение...',https://www.moscowbooks.ru/image/book/853/w154/i853222.jpg?cu=20251127130506,История,2026-01-20 01:43:35
Большая книга писем,Екатерина II Великая,391,391 ₽,460 ₽ в магазине,https://www.moscowbooks.ru/book/1249341/,moscowbooks,978749493642,Книга 'Большая книга писем...',https://www.moscowbooks.ru/image/book/855/w154/i855766.jpg?cu=20251226193528,История,2026-01-20 01:43:35
История библиотек: Коллекционеры. Тексты. Здания,Барбье Ф.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1247349/,moscowbooks,978120656996,Книга 'История библиотек: Коллекционеры. Тексты. Здания...',https://www.moscowbooks.ru/image/book/854/w154/i854269.jpg?cu=20251205151504,История,2026-01-20 01:43:35
Рассказы из русской истории. XVIII век,Мединский В. Р.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1219710/,moscowbooks,978800970476,Книга 'Рассказы из русской истории. XVIII век...',https://www.moscowbooks.ru/image/book/832/w154/i832406.jpg?cu=20250206172504,История,2026-01-20 01:43:35
Ефим Славский. Атомный главком,Самохин А. Е.,3730,3 730 ₽,3 730 ₽ в магазине,https://www.moscowbooks.ru/book/1221212/,moscowbooks,978548226293,Книга 'Ефим Славский. Атомный главком...',https://www.moscowbooks.ru/image/book/833/w154/i833726.jpg?cu=20250221182503,История,2026-01-20 01:43:35
Олигархи Российской империи. Портреты и секреты дореволюционных предпринимателей,Макарушкина М.,689,689 ₽,830 ₽ в магазине,https://www.moscowbooks.ru/book/1247198/,moscowbooks,978483358032,Книга 'Олигархи Российской империи. Портреты и секреты до...',https://www.moscowbooks.ru/image/book/854/w154/i854006.jpg?cu=20251203174504,История,2026-01-20 01:43:35
"Легендарные Королевы. Екатерина Арагонская, Елизавета I Английская, Екатерина Великая, Шарлотта Мексиканская, Императрица Цыси",Морато К.,2066,2 066 ₽,2 430 ₽ в магазине,https://www.moscowbooks.ru/book/1249891/,moscowbooks,978534859048,"Книга 'Легендарные Королевы. Екатерина Арагонская, Елизав...'",https://www.moscowbooks.ru/image/book/856/w154/i856017.jpg?cu=20260114181525,История,2026-01-20 01:43:35
Ленин,Данилкин Л. А.,1453,1 453 ₽,1 750 ₽ в магазине,https://www.moscowbooks.ru/book/1249938/,moscowbooks,978341199361,Книга 'Ленин...',https://www.moscowbooks.ru/image/book/856/w154/i856049.jpg?cu=20260114181525,История,2026-01-20 01:43:35
Петербургская семья,Жерихина Е. И.,350,350 ₽,350 ₽ в магазине,https://www.moscowbooks.ru/book/1245793/,moscowbooks,978676212438,Книга 'Петербургская семья...',https://www.moscowbooks.ru/image/book/852/w154/i852823.jpg?cu=20251124161556,История,2026-01-20 01:43:35
1837 год. Скрытая трансформация России,Верт П.,1110,1 110 ₽,1 110 ₽ в магазине,https://www.moscowbooks.ru/book/1244695/,moscowbooks,978626008186,Книга '1837 год. Скрытая трансформация России...',https://www.moscowbooks.ru/image/book/851/w154/i851894.jpg?cu=20251114204548,История,2026-01-20 01:43:35
Правители России. Кратко,Бутромеев В. П.,170,170 ₽,200 ₽ в магазине,https://www.moscowbooks.ru/book/1240465/,moscowbooks,978227375786,Книга 'Правители России. Кратко...',https://www.moscowbooks.ru/image/book/848/w154/i848921.jpg?cu=20251014170506,История,2026-01-20 01:43:32
Люди дела. Купцы. Промышленники. Меценаты,Автор не указан,4216,4 216 ₽,4 960 ₽ в магазине,https://www.moscowbooks.ru/book/1249384/,moscowbooks,978889438733,Книга 'Люди дела. Купцы. Промышленники. Меценаты...',https://www.moscowbooks.ru/image/book/855/w154/i855785.jpg?cu=20251226193528,История,2026-01-20 01:43:32
Уникальный код Китая. Как философия вкуса сформировала китайскую цивилизацию,Саббан Ф.,1292,1 292 ₽,1 520 ₽ в магазине,https://www.moscowbooks.ru/book/1248455/,moscowbooks,978724302082,Книга 'Уникальный код Китая. Как философия вкуса сформиро...',https://www.moscowbooks.ru/image/book/855/w154/i855159.jpg?cu=20251217110511,История,2026-01-20 01:43:32
Традиции и история Рождества,Прокофьева О.,2142,2 142 ₽,2 520 ₽ в магазине,https://www.moscowbooks.ru/book/1213815/,moscowbooks,978634224479,Книга 'Традиции и история Рождества...',https://www.moscowbooks.ru/image/book/827/w154/i827971.jpg?cu=20241210162511,История,2026-01-20 01:43:32
Пепел над пропастью. Феномен Концентрационного мира нацистской Германии,Якеменко Б. Г.,825,825 ₽,970 ₽ в магазине,https://www.moscowbooks.ru/book/1250083/,moscowbooks,978480349137,Книга 'Пепел над пропастью. Феномен Концентрационного мир...',https://www.moscowbooks.ru/image/book/856/w154/i856181.jpg?cu=20260116161504,История,2026-01-20 01:43:32
Рассказы из русской истории. Профессионалы Империи. Книга седьмая,Мединский В. Р.,884,884 ₽,1 040 ₽ в магазине,https://www.moscowbooks.ru/book/1241437/,moscowbooks,978249798025,Книга 'Рассказы из русской истории. Профессионалы Империи...',https://www.moscowbooks.ru/image/book/850/w154/i850515.jpg?cu=20251030163501,История,2026-01-20 01:43:32
Гибель империи. Российский урок,Митрополит Тихон (Шевкунов),918,918 ₽,1 080 ₽ в магазине,https://www.moscowbooks.ru/book/1175947/,moscowbooks,978803800861,Книга 'Гибель империи. Российский урок...',https://www.moscowbooks.ru/image/book/799/w154/i799131.jpg?cu=20231208113841,История,2026-01-20 01:43:32
"История московской полиции. Организация, задачи и деятельность. XVIII–начало XX в.",Гурьев В. И.,468,468 ₽,550 ₽ в магазине,https://www.moscowbooks.ru/book/1232441/,moscowbooks,978624441174,"Книга 'История московской полиции. Организация, задачи и ...'",https://www.moscowbooks.ru/image/book/842/w154/i842587.jpg?cu=20250704202546,История,2026-01-20 01:43:32
Простовещи,Минаев С.,1462,1 462 ₽,1 720 ₽ в магазине,https://www.moscowbooks.ru/book/1235654/,moscowbooks,978382024261,Книга 'Простовещи...',https://www.moscowbooks.ru/image/book/845/w154/i845011.jpg?cu=20250820153501,История,2026-01-20 01:43:32
Тайны истории. Тайны Древнего мира. Тайны античного мира. Тайны Средневековья. Тайны Нового времени,Булычев К.,1236,1 236 ₽,1 440 ₽ в магазине,https://www.moscowbooks.ru/book/1223007/,moscowbooks,978239856649,Книга 'Тайны истории. Тайны Древнего мира. Тайны античног...',https://www.moscowbooks.ru/image/book/835/w154/i835174.jpg?cu=20250312194515,История,2026-01-20 01:43:32
История Российская. 1991–2025. Возвращение,Никонов В. А.,1556,1 556 ₽,1 830 ₽ в магазине,https://www.moscowbooks.ru/book/1246288/,moscowbooks,978495269836,Книга 'История Российская. 1991–2025. Возвращение...',https://www.moscowbooks.ru/image/book/853/w154/i853222.jpg?cu=20251127130506,История,2026-01-20 01:43:32
Большая книга писем,Екатерина II Великая,391,391 ₽,460 ₽ в магазине,https://www.moscowbooks.ru/book/1249341/,moscowbooks,978583212734,Книга 'Большая книга писем...',https://www.moscowbooks.ru/image/book/855/w154/i855766.jpg?cu=20251226193528,История,2026-01-20 01:43:32
История библиотек: Коллекционеры. Тексты. Здания,Барбье Ф.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1247349/,moscowbooks,978634805852,Книга 'История библиотек: Коллекционеры. Тексты. Здания...',https://www.moscowbooks.ru/image/book/854/w154/i854269.jpg?cu=20251205151504,История,2026-01-20 01:43:32
Рассказы из русской истории. XVIII век,Мединский В. Р.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1219710/,moscowbooks,978942066213,Книга 'Рассказы из русской истории. XVIII век...',https://www.moscowbooks.ru/image/book/832/w154/i832406.jpg?cu=20250206172504,История,2026-01-20 01:43:32
Ефим Славский. Атомный главком,Самохин А. Е.,3730,3 730 ₽,3 730 ₽ в магазине,https://www.moscowbooks.ru/book/1221212/,moscowbooks,978141315008,Книга 'Ефим Славский. Атомный главком...',https://www.moscowbooks.ru/image/book/833/w154/i833726.jpg?cu=20250221182503,История,2026-01-20 01:43:32
Олигархи Российской империи. Портреты и секреты дореволюционных предпринимателей,Макарушкина М.,689,689 ₽,830 ₽ в магазине,https://www.moscowbooks.ru/book/1247198/,moscowbooks,978146371393,Книга 'Олигархи Российской империи. Портреты и секреты до...',https://www.moscowbooks.ru/image/book/854/w154/i854006.jpg?cu=20251203174504,История,2026-01-20 01:43:32
"Легендарные Королевы. Екатерина Арагонская, Елизавета I Английская, Екатерина Великая, Шарлотта Мексиканская, Императрица Цыси",Морато К.,2066,2 066 ₽,2 430 ₽ в магазине,https://www.moscowbooks.ru/book/1249891/,moscowbooks,978820564767,"Книга 'Легендарные Королевы. Екатерина Арагонская, Елизав...'",https://www.moscowbooks.ru/image/book/856/w154/i856017.jpg?cu=20260114181525,История,2026-01-20 01:43:32
Ленин,Данилкин Л. А.,1453,1 453 ₽,1 750 ₽ в магазине,https://www.moscowbooks.ru/book/1249938/,moscowbooks,978523236197,Книга 'Ленин...',https://www.moscowbooks.ru/image/book/856/w154/i856049.jpg?cu=20260114181525,История,2026-01-20 01:43:32
Петербургская семья,Жерихина Е. И.,350,350 ₽,350 ₽ в магазине,https://www.moscowbooks.ru/book/1245793/,moscowbooks,978392968475,Книга 'Петербургская семья...',https://www.moscowbooks.ru/image/book/852/w154/i852823.jpg?cu=20251124161556,История,2026-01-20 01:43:32
1837 год. Скрытая трансформация России,Верт П.,1110,1 110 ₽,1 110 ₽ в магазине,https://www.moscowbooks.ru/book/1244695/,moscowbooks,978647459657,Книга '1837 год. Скрытая трансформация России...',https://www.moscowbooks.ru/image/book/851/w154/i851894.jpg?cu=20251114204548,История,2026-01-20 01:43:32
Правители России. Кратко,Бутромеев В. П.,170,170 ₽,200 ₽ в магазине,https://www.moscowbooks.ru/book/1240465/,moscowbooks,978566415537,Книга 'Правители России. Кратко...',https://www.moscowbooks.ru/image/book/848/w154/i848921.jpg?cu=20251014170506,История,2026-01-20 01:43:35
Люди дела. Купцы. Промышленники. Меценаты,Автор не указан,4216,4 216 ₽,4 960 ₽ в магазине,https://www.moscowbooks.ru/book/1249384/,moscowbooks,978925238629,Книга 'Люди дела. Купцы. Промышленники. Меценаты...',https://www.moscowbooks.ru/image/book/855/w154/i855785.jpg?cu=20251226193528,История,2026-01-20 01:43:35
Уникальный код Китая. Как философия вкуса сформировала китайскую цивилизацию,Саббан Ф.,1292,1 292 ₽,1 520 ₽ в магазине,https://www.moscowbooks.ru/book/1248455/,moscowbooks,978275108958,Книга 'Уникальный код Китая. Как философия вкуса сформиро...',https://www.moscowbooks.ru/image/book/855/w154/i855159.jpg?cu=20251217110511,История,2026-01-20 01:43:35
Традиции и история Рождества,Прокофьева О.,2142,2 142 ₽,2 520 ₽ в магазине,https://www.moscowbooks.ru/book/1213815/,moscowbooks,978377121273,Книга 'Традиции и история Рождества...',https://www.moscowbooks.ru/image/book/827/w154/i827971.jpg?cu=20241210162511,История,2026-01-20 01:43:35
Пепел над пропастью. Феномен Концентрационного мира нацистской Германии,Якеменко Б. Г.,825,825 ₽,970 ₽ в магазине,https://www.moscowbooks.ru/book/1250083/,moscowbooks,978329110150,Книга 'Пепел над пропастью. Феномен Концентрационного мир...',https://www.moscowbooks.ru/image/book/856/w154/i856181.jpg?cu=20260116161504,История,2026-01-20 01:43:35
Рассказы из русской истории. Профессионалы Империи. Книга седьмая,Мединский В. Р.,884,884 ₽,1 040 ₽ в магазине,https://www.moscowbooks.ru/book/1241437/,moscowbooks,978340098623,Книга 'Рассказы из русской истории. Профессионалы Империи...',https://www.moscowbooks.ru/image/book/850/w154/i850515.jpg?cu=20251030163501,История,2026-01-20 01:43:35
Гибель империи. Российский урок,Митрополит Тихон (Шевкунов),918,918 ₽,1 080 ₽ в магазине,https://www.moscowbooks.ru/book/1175947/,moscowbooks,978821265453,Книга 'Гибель империи. Российский урок...',https://www.moscowbooks.ru/image/book/799/w154/i799131.jpg?cu=20231208113841,История,2026-01-20 01:43:35
"История московской полиции. Организация, задачи и деятельность. XVIII–начало XX в.",Гурьев В. И.,468,468 ₽,550 ₽ в магазине,https://www.moscowbooks.ru/book/1232441/,moscowbooks,978840268018,"Книга 'История московской полиции. Организация, задачи и ...'",https://www.moscowbooks.ru/image/book/842/w154/i842587.jpg?cu=20250704202546,История,2026-01-20 01:43:35
Простовещи,Минаев С.,1462,1 462 ₽,1 720 ₽ в магазине,https://www.moscowbooks.ru/book/1235654/,moscowbooks,978996640603,Книга 'Простовещи...',https://www.moscowbooks.ru/image/book/845/w154/i845011.jpg?cu=20250820153501,История,2026-01-20 01:43:35
Тайны истории. Тайны Древнего мира. Тайны античного мира. Тайны Средневековья. Тайны Нового времени,Булычев К.,1236,1 236 ₽,1 440 ₽ в магазине,https://www.moscowbooks.ru/book/1223007/,moscowbooks,978718736393,Книга 'Тайны истории. Тайны Древнего мира. Тайны античног...',https://www.moscowbooks.ru/image/book/835/w154/i835174.jpg?cu=20250312194515,История,2026-01-20 01:43:35
История Российская. 1991–2025. Возвращение,Никонов В. А.,1556,1 556 ₽,1 830 ₽ в магазине,https://www.moscowbooks.ru/book/1246288/,moscowbooks,978177675812,Книга 'История Российская. 1991–2025. Возвращение...',https://www.moscowbooks.ru/image/book/853/w154/i853222.jpg?cu=20251127130506,История,2026-01-20 01:43:35
Большая книга писем,Екатерина II Великая,391,391 ₽,460 ₽ в магазине,https://www.moscowbooks.ru/book/1249341/,moscowbooks,978749493642,Книга 'Большая книга писем...',https://www.moscowbooks.ru/image/book/855/w154/i855766.jpg?cu=20251226193528,История,2026-01-20 01:43:35
История библиотек: Коллекционеры. Тексты. Здания,Барбье Ф.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1247349/,moscowbooks,978120656996,Книга 'История библиотек: Коллекционеры. Тексты. Здания...',https://www.moscowbooks.ru/image/book/854/w154/i854269.jpg?cu=20251205151504,История,2026-01-20 01:43:35
Рассказы из русской истории. XVIII век,Мединский В. Р.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1219710/,moscowbooks,978800970476,Книга 'Рассказы из русской истории. XVIII век...',https://www.moscowbooks.ru/image/book/832/w154/i832406.jpg?cu=20250206172504,История,2026-01-20 01:43:35
Ефим Славский. Атомный главком,Самохин А. Е.,3730,3 730 ₽,3 730 ₽ в магазине,https://www.moscowbooks.ru/book/1221212/,moscowbooks,978548226293,Книга 'Ефим Славский. Атомный главком...',https://www.moscowbooks.ru/image/book/833/w154/i833726.jpg?cu=20250221182503,История,2026-01-20 01:43:35
Олигархи Российской империи. Портреты и секреты дореволюционных предпринимателей,Макарушкина М.,689,689 ₽,830 ₽ в магазине,https://www.moscowbooks.ru/book/1247198/,moscowbooks,978483358032,Книга 'Олигархи Российской империи. Портреты и секреты до...',https://www.moscowbooks.ru/image/book/854/w154/i854006.jpg?cu=20251203174504,История,2026-01-20 01:43:35
"Легендарные Королевы. Екатерина Арагонская, Елизавета I Английская, Екатерина Великая, Шарлотта Мексиканская, Императрица Цыси",Морато К.,2066,2 066 ₽,2 430 ₽ в магазине,https://www.moscowbooks.ru/book/1249891/,moscowbooks,978534859048,"Книга 'Легендарные Королевы. Екатерина Арагонская, Елизав...'",https://www.moscowbooks.ru/image/book/856/w154/i856017.jpg?cu=20260114181525,История,2026-01-20 01:43:35
Ленин,Данилкин Л. А.,1453,1 453 ₽,1 750 ₽ в магазине,https://www.moscowbooks.ru/book/1249938/,moscowbooks,978341199361,Книга 'Ленин...',https://www.moscowbooks.ru/image/book/856/w154/i856049.jpg?cu=20260114181525,История,2026-01-20 01:43:35
Петербургская семья,Жерихина Е. И.,350,350 ₽,350 ₽ в магазине,https://www.moscowbooks.ru/book/1245793/,moscowbooks,978676212438,Книга 'Петербургская семья...',https://www.moscowbooks.ru/image/book/852/w154/i852823.jpg?cu=20251124161556,История,2026-01-20 01:43:35
1837 год. Скрытая трансформация России,Верт П.,1110,1 110 ₽,1 110 ₽ в магазине,https://www.moscowbooks.ru/book/1244695/,moscowbooks,978626008186,Книга '1837 год. Скрытая трансформация России...',https://www.moscowbooks.ru/image/book/851/w154/i851894.jpg?cu=20251114204548,История,2026-01-20 01:43:35
Правители России. Кратко,Бутромеев В. П.,170,170 ₽,200 ₽ в магазине,https://www.moscowbooks.ru/book/1240465/,moscowbooks,978777237647,Книга 'Правители России. Кратко...',https://www.moscowbooks.ru/image/book/848/w154/i848921.jpg?cu=20251014170506,История,2026-01-20 01:43:40
Люди дела. Купцы. Промышленники. Меценаты,Автор не указан,4216,4 216 ₽,4 960 ₽ в магазине,https://www.moscowbooks.ru/book/1249384/,moscowbooks,978943316017,Книга 'Люди дела. Купцы. Промышленники. Меценаты...',https://www.moscowbooks.ru/image/book/855/w154/i855785.jpg?cu=20251226193528,История,2026-01-20 01:43:40
Уникальный код Китая. Как философия вкуса сформировала китайскую цивилизацию,Саббан Ф.,1292,1 292 ₽,1 520 ₽ в магазине,https://www.moscowbooks.ru/book/1248455/,moscowbooks,978164274912,Книга 'Уникальный код Китая. Как философия вкуса сформиро...',https://www.moscowbooks.ru/image/book/855/w154/i855159.jpg?cu=20251217110511,История,2026-01-20 01:43:40
Традиции и история Рождества,Прокофьева О.,2142,2 142 ₽,2 520 ₽ в магазине,https://www.moscowbooks.ru/book/1213815/,moscowbooks,978953257306,Книга 'Традиции и история Рождества...',https://www.moscowbooks.ru/image/book/827/w154/i827971.jpg?cu=20241210162511,История,2026-01-20 01:43:40
Пепел над пропастью. Феномен Концентрационного мира нацистской Германии,Якеменко Б. Г.,825,825 ₽,970 ₽ в магазине,https://www.moscowbooks.ru/book/1250083/,moscowbooks,978697427430,Книга 'Пепел над пропастью. Феномен Концентрационного мир...',https://www.moscowbooks.ru/image/book/856/w154/i856181.jpg?cu=20260116161504,История,2026-01-20 01:43:40
Рассказы из русской истории. Профессионалы Империи. Книга седьмая,Мединский В. Р.,884,884 ₽,1 040 ₽ в магазине,https://www.moscowbooks.ru/book/1241437/,moscowbooks,978897397592,Книга 'Рассказы из русской истории. Профессионалы Империи...',https://www.moscowbooks.ru/image/book/850/w154/i850515.jpg?cu=20251030163501,История,2026-01-20 01:43:40
Гибель империи. Российский урок,Митрополит Тихон (Шевкунов),918,918 ₽,1 080 ₽ в магазине,https://www.moscowbooks.ru/book/1175947/,moscowbooks,978111404258,Книга 'Гибель империи. Российский урок...',https://www.moscowbooks.ru/image/book/799/w154/i799131.jpg?cu=20231208113841,История,2026-01-20 01:43:40
"История московской полиции. Организация, задачи и деятельность. XVIII–начало XX в.",Гурьев В. И.,468,468 ₽,550 ₽ в магазине,https://www.moscowbooks.ru/book/1232441/,moscowbooks,978506901919,"Книга 'История московской полиции. Организация, задачи и ...'",https://www.moscowbooks.ru/image/book/842/w154/i842587.jpg?cu=20250704202546,История,2026-01-20 01:43:40
Простовещи,Минаев С.,1462,1 462 ₽,1 720 ₽ в магазине,https://www.moscowbooks.ru/book/1235654/,moscowbooks,978990474213,Книга 'Простовещи...',https://www.moscowbooks.ru/image/book/845/w154/i845011.jpg?cu=20250820153501,История,2026-01-20 01:43:40
Тайны истории. Тайны Древнего мира. Тайны античного мира. Тайны Средневековья. Тайны Нового времени,Булычев К.,1236,1 236 ₽,1 440 ₽ в магазине,https://www.moscowbooks.ru/book/1223007/,moscowbooks,978382468683,Книга 'Тайны истории. Тайны Древнего мира. Тайны античног...',https://www.moscowbooks.ru/image/book/835/w154/i835174.jpg?cu=20250312194515,История,2026-01-20 01:43:40
История Российская. 1991–2025. Возвращение,Никонов В. А.,1556,1 556 ₽,1 830 ₽ в магазине,https://www.moscowbooks.ru/book/1246288/,moscowbooks,978408250270,Книга 'История Российская. 1991–2025. Возвращение...',https://www.moscowbooks.ru/image/book/853/w154/i853222.jpg?cu=20251127130506,История,2026-01-20 01:43:40
Большая книга писем,Екатерина II Великая,391,391 ₽,460 ₽ в магазине,https://www.moscowbooks.ru/book/1249341/,moscowbooks,978900624275,Книга 'Большая книга писем...',https://www.moscowbooks.ru/image/book/855/w154/i855766.jpg?cu=20251226193528,История,2026-01-20 01:43:40
История библиотек: Коллекционеры. Тексты. Здания,Барбье Ф.,1122,1 122 ₽,1 320 ₽ в магазине,https://www.moscowbooks.ru/book/1247349/,moscowbooks,978395554340,Книга 'История библиотек: Коллекционеры. Тексты. Здания...',https://www.moscowbooks.ru/image/book/854/w154/i854269.jpg?cu=20251205151504,История,2026-01-20 01:43:40
