title,author,price,original_price,url,website,isbn,description,image_url,publisher,year,category,date_parsed
Американская трагедия. В 2-х томах. Часть 1,Драйзер Теодор,3788,3 788 ₽,https://www.labirint.ru/books/631525/,labirint,978704832033,"Речь: 

Классика Речи, 2023. Американская трагедия. В 2-х томах. Часть 1",https://imo10.labirint.ru/books/631525/cover.jpg/363-0,"Речь: 

Классика Речи",2023,Детективы,2026-01-20 01:41:26
Мартин Иден,Лондон Джек,1457,1 457 ₽,https://www.labirint.ru/books/630950/,labirint,978408360464,"Издательский дом Мещерякова: 

Книги Джека Лондона, 2023. Мартин Иден",https://imo10.labirint.ru/books/630950/cover.jpg/363-0,"Издательский дом Мещерякова: 

Книги Джека Лондона",2023,Детективы,2026-01-20 01:41:26
Тихий Дон. В 4-х томах. Том 1,Шолохов Михаил Александрович,6376,6 376 ₽,https://www.labirint.ru/books/616505/,labirint,978752626200,"Речь: 

Классика Речи, 2023. Тихий Дон. В 4-х томах. Том 1",https://imo10.labirint.ru/books/616505/cover.jpg/363-0,"Речь: 

Классика Речи",2023,Детективы,2026-01-20 01:41:26
Идиот,Достоевский Федор Михайлович,3028,3 028 ₽,https://www.labirint.ru/books/588505/,labirint,978311972349,"Речь: 

Классика Речи, 2023. Идиот",https://imo10.labirint.ru/books/588505/cover.jpg/363-0,"Речь: 

Классика Речи",2023,Детективы,2026-01-20 01:41:26
Пассажирка,Станюкович Константин Михайлович,406,406 ₽,https://www.labirint.ru/books/796772/,labirint,978132820234,"Аркадия: 

Black and White, 2023. Пассажирка",https://imo10.labirint.ru/books/796772/cover.jpg/363-0,"Аркадия: 

Black and White",2023,Детективы,2026-01-20 01:41:26
Лабиринт Минотавра,Шекли Роберт,544,544 ₽,https://www.labirint.ru/books/786765/,labirint,978386410456,"Текст: 

Это фантастика!, 2023. Лабиринт Минотавра",https://imo10.labirint.ru/books/786765/cover.jpg/363-0,"Текст: 

Это фантастика!",2023,Детективы,2026-01-20 01:41:26
Бегущая по волнам,Грин Александр Степанович,1042,1 042 ₽,https://www.labirint.ru/books/779846/,labirint,978462873101,"Качели: 

Читаем на качелях, 2023. Бегущая по волнам",https://imo10.labirint.ru/books/779846/cover.jpg/363-0,"Качели: 

Читаем на качелях",2023,Детективы,2026-01-20 01:41:26
Избранные страницы английской поэзии,"Шекспир, Уайетт, Марло",830,830 ₽,https://www.labirint.ru/books/713837/,labirint,978741628681,"Текст: 

Билингва, 2023. Избранные страницы английской поэзии",https://imo10.labirint.ru/books/713837/cover.jpg/363-0,"Текст: 

Билингва",2023,Детективы,2026-01-20 01:41:26
Замогильные записки Пиквикского клуба. В 2-х томах,Диккенс Чарльз,6129,6 129 ₽,https://www.labirint.ru/books/546252/,labirint,978395162970,"Издательский дом Мещерякова: 

Новая Академия, 2023. Замогильные записки Пиквикского клуба. В 2-х томах",https://imo10.labirint.ru/books/546252/cover.jpg/363-0,"Издательский дом Мещерякова: 

Новая Академия",2023,Детективы,2026-01-20 01:41:26
Сто стихотворений,Брехт Бертольт,941,941 ₽,https://www.labirint.ru/books/259698/,labirint,978595116496,"Текст: 

Билингва, 2023. Сто стихотворений",https://imo10.labirint.ru/books/259698/cover.jpg/363-0,"Текст: 

Билингва",2023,Детективы,2026-01-20 01:41:26
Истории господина Койнера,Брехт Бертольт,465,465 ₽,https://www.labirint.ru/books/141107/,labirint,978535716821,"Текст: 

Билингва, 2023. Истории господина Койнера",https://imo10.labirint.ru/books/141107/cover.jpg/363-0,"Текст: 

Билингва",2023,Детективы,2026-01-20 01:41:26
Мертвые души,Гоголь Николай Васильевич,1471,1 471 ₽,https://www.labirint.ru/books/551539/,labirint,978685779509,"Издательский дом Мещерякова: 

Переживая заново, 2023. Мертвые души",https://imo10.labirint.ru/books/551539/cover.jpg/363-0,"Издательский дом Мещерякова: 

Переживая заново",2023,Детективы,2026-01-20 01:41:26
Миргород,Гоголь Николай Васильевич,1394,1 394 ₽,https://www.labirint.ru/books/546253/,labirint,978975771459,"Издательский дом Мещерякова: 

Переживая заново, 2023. Миргород",https://imo10.labirint.ru/books/546253/cover.jpg/363-0,"Издательский дом Мещерякова: 

Переживая заново",2023,Детективы,2026-01-20 01:41:26
Война и мир. В четырех томах. Том 1,Толстой Лев Николаевич,10958,10 958 ₽,https://www.labirint.ru/books/604732/,labirint,978253912213,"Речь: 

Классика Речи, 2023. Война и мир. В четырех томах. Том 1",https://imo10.labirint.ru/books/604732/cover.jpg/363-0,"Речь: 

Классика Речи",2023,Детективы,2026-01-20 01:41:26
Война и мир. В 4 томах,Толстой Лев Николаевич,7134,7 134 ₽,https://www.labirint.ru/books/869245/,labirint,978953382343,"Галерея классики: 

Слово и образ, 2023. Война и мир. В 4 томах",https://imo10.labirint.ru/books/869245/cover.jpg/363-0,"Галерея классики: 

Слово и образ",2023,Детективы,2026-01-20 01:41:26
Записки о Шерлоке Холмсе,Дойл Артур Конан,369,369 ₽,https://www.labirint.ru/books/484333/,labirint,978262848003,"Альфа-книга: 

Большая иллюстрированная серия, 2023. Записки о Шерлоке Холмсе",https://imo10.labirint.ru/books/484333/cover.jpg/363-0,"Альфа-книга: 

Большая иллюстрированная серия",2023,Детективы,2026-01-20 01:41:26
Князь-раб. Том 1. Азъ грешный,Родионов Александр Михайлович,1471,1 471 ₽,https://www.labirint.ru/books/1022434/,labirint,978315177017,"Вече: 

Сибириада, 2023. Князь-раб. Том 1. Азъ грешный",https://imo10.labirint.ru/books/1022434/cover.jpg/363-0,"Вече: 

Сибириада",2023,Детективы,2026-01-20 01:41:26
Блюз для майора Пронина,Овалов Лев Сергеевич,1350,1 350 ₽,https://www.labirint.ru/books/1024873/,labirint,978463582782,"Родина: 

Тайный фронт, 2023. Блюз для майора Пронина",https://imo10.labirint.ru/books/1024873/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
"Собор Парижской Богоматери. Человек, который смеется. Девяносто третий год. Полное издание в 1 томе",Гюго Виктор,1518,1 518 ₽,https://www.labirint.ru/books/926161/,labirint,978730088998,"Альфа-книга: 

Полное издание в одном томе, 2023. Собор Парижской Богоматери. Человек, который смеется. Девяносто третий год. Полное издание в 1 томе",https://imo10.labirint.ru/books/926161/cover.jpg/363-0,"Альфа-книга: 

Полное издание в одном томе",2023,Детективы,2026-01-20 01:41:26
Кукловоды. Дверь в лето. Двойная звезда. Звездный десант,Хайнлайн Роберт Энсон,2381,2 381 ₽,https://www.labirint.ru/books/935980/,labirint,978394682851,"Азбука: 

Фантастика и фэнтези. Большие книги, 2023. Кукловоды. Дверь в лето. Двойная звезда. Звездный десант",https://imo10.labirint.ru/books/935980/cover.jpg/363-0,"Азбука: 

Фантастика и фэнтези. Большие книги",2023,Детективы,2026-01-20 01:41:26
Название не указано,Автор не указан,636,636 р.,,labirint,978896921064,"Издательство не указано, 2023. Название не указано",,Издательство не указано,2023,Детективы,2026-01-20 01:41:26
"Запах ""Шипра""",Михеев Михаил Петрович,1350,1 350 ₽,https://www.labirint.ru/books/1025931/,labirint,978963160841,"Родина: 

Тайный фронт, 2023. Запах ""Шипра""",https://imo10.labirint.ru/books/1025931/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Основной инстинкт,Осборн Ричард,1240,1 240 ₽,https://www.labirint.ru/books/1025932/,labirint,978287354111,"Родина: 

Инодетектив, 2023. Основной инстинкт",https://imo10.labirint.ru/books/1025932/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Тёмные воды. Страшные рассказы,Судзуки Кодзи,1432,1 432 ₽,https://www.labirint.ru/books/1025933/,labirint,978459495406,"Родина: 

Нечто, 2023. Тёмные воды. Страшные рассказы",https://imo10.labirint.ru/books/1025933/cover.jpg/363-0,"Родина: 

Нечто",2023,Детективы,2026-01-20 01:41:26
Макар-следопыт,Остроумов Лев Евгеньевич,1656,1 656 ₽,https://www.labirint.ru/books/1025940/,labirint,978215842114,"Родина: 

Тайный фронт, 2023. Макар-следопыт",https://imo10.labirint.ru/books/1025940/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Их знали только в лицо,Ростовцев Эдуард Исаакович,1523,1 523 ₽,https://www.labirint.ru/books/1025942/,labirint,978831130076,"Родина: 

Тайный фронт, 2023. Их знали только в лицо",https://imo10.labirint.ru/books/1025942/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Мачеха и другие простые истории,Халфина Мария Леонтьевна,1747,1 747 ₽,https://www.labirint.ru/books/1025948/,labirint,978980276817,"Родина: 

Советский экран, 2023. Мачеха и другие простые истории",https://imo10.labirint.ru/books/1025948/cover.jpg/363-0,"Родина: 

Советский экран",2023,Детективы,2026-01-20 01:41:26
Семь дней в мае,"Бейли, Нибел",1846,1 846 ₽,https://www.labirint.ru/books/1025961/,labirint,978657468483,"Родина: 

Инодетектив, 2023. Семь дней в мае",https://imo10.labirint.ru/books/1025961/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Тревожный месяц вересень,Смирнов Виктор Васильевич,2247,2 247 ₽,https://www.labirint.ru/books/1025969/,labirint,978825168622,"Родина: 

Тайный фронт, 2023. Тревожный месяц вересень",https://imo10.labirint.ru/books/1025969/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Крепкий орешек,Торп Родерик,1391,1 391 ₽,https://www.labirint.ru/books/1025970/,labirint,978642183917,"Родина: 

Инодетектив, 2023. Крепкий орешек",https://imo10.labirint.ru/books/1025970/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Высота,Воробьев Евгений Захарович,1831,1 831 ₽,https://www.labirint.ru/books/1025976/,labirint,978263450023,"Родина: 

Советский экран, 2023. Высота",https://imo10.labirint.ru/books/1025976/cover.jpg/363-0,"Родина: 

Советский экран",2023,Детективы,2026-01-20 01:41:26
Я 11-17. Ответная операция,Ардаматский Василий Иванович,1609,1 609 ₽,https://www.labirint.ru/books/1025988/,labirint,978738352638,"Родина: 

Тайный фронт, 2023. Я 11-17. Ответная операция",https://imo10.labirint.ru/books/1025988/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Дело Зорге. Роман на основе фактов,Мейснер Ханс-Отто,1656,1 656 ₽,https://www.labirint.ru/books/1025993/,labirint,978985127076,"Родина: 

Тайный фронт, 2023. Дело Зорге. Роман на основе фактов",https://imo10.labirint.ru/books/1025993/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Тайна белого пятна,Михеев Михаил Александрович,1382,1 382 ₽,https://www.labirint.ru/books/1024887/,labirint,978319625087,"Родина: 

Тайный фронт, 2023. Тайна белого пятна",https://imo10.labirint.ru/books/1024887/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Соня в царстве Дива,Кэрролл Льюис,2592,2 592 ₽,https://www.labirint.ru/books/1026018/,labirint,978681480922,"Родина: 

Родительское собрание, 2023. Соня в царстве Дива",https://imo10.labirint.ru/books/1026018/cover.jpg/363-0,"Родина: 

Родительское собрание",2023,Детективы,2026-01-20 01:41:26
Меморандум Квиллера,Холл Адам,1350,1 350 ₽,https://www.labirint.ru/books/1026021/,labirint,978309822385,"Родина: 

Инодетектив, 2023. Меморандум Квиллера",https://imo10.labirint.ru/books/1026021/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Монтаж сознания,Волкофф Владимир Николаевич,1934,1 934 ₽,https://www.labirint.ru/books/1026028/,labirint,978204635619,"Родина: 

Инодетектив, 2023. Монтаж сознания",https://imo10.labirint.ru/books/1026028/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Название не указано,Автор не указан,539,539 ₽,,labirint,978871064477,"Издательство не указано, 2023. Название не указано",,Издательство не указано,2023,Детективы,2026-01-20 01:41:26
Золото Маккенны,Уилл Генри,1570,1 570 ₽,https://www.labirint.ru/books/1026030/,labirint,978667119284,"Родина: 

Инодетектив, 2023. Золото Маккенны",https://imo10.labirint.ru/books/1026030/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
В сетях предательства,Брешко-Брешковский Николай Николаевич,2070,2 070 ₽,https://www.labirint.ru/books/1026037/,labirint,978909757677,"Родина: 

Тайный фронт, 2023. В сетях предательства",https://imo10.labirint.ru/books/1026037/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Танго для майора Пронина,Овалов Лев Сергеевич,1247,1 247 ₽,https://www.labirint.ru/books/1026039/,labirint,978346622146,"Родина: 

Тайный фронт, 2023. Танго для майора Пронина",https://imo10.labirint.ru/books/1026039/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Твист для майора Пронина,Овалов Лев Сергеевич,1350,1 350 ₽,https://www.labirint.ru/books/1026040/,labirint,978630432447,"Родина: 

Тайный фронт, 2023. Твист для майора Пронина",https://imo10.labirint.ru/books/1026040/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Капитан Мозарин и другие. До и после дела № 306,Ройзман Матвей,1443,1 443 ₽,https://www.labirint.ru/books/1026041/,labirint,978588552178,"Родина: 

Тайный фронт, 2023. Капитан Мозарин и другие. До и после дела № 306",https://imo10.labirint.ru/books/1026041/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Месс-Менд,Шагинян Мариэтта Сергеевна,1570,1 570 ₽,https://www.labirint.ru/books/1026046/,labirint,978159889800,"Родина: 

Тайный фронт, 2023. Месс-Менд",https://imo10.labirint.ru/books/1026046/cover.jpg/363-0,"Родина: 

Тайный фронт",2023,Детективы,2026-01-20 01:41:26
Девчата,Бедный Борис Васильевич,1624,1 624 ₽,https://www.labirint.ru/books/1026049/,labirint,978257695514,"Родина: 

Советский экран, 2023. Девчата",https://imo10.labirint.ru/books/1026049/cover.jpg/363-0,"Родина: 

Советский экран",2023,Детективы,2026-01-20 01:41:26
Встреча на Эльбе,Шейнин Лев Романович,1296,1 296 ₽,https://www.labirint.ru/books/1026051/,labirint,978990621497,"Родина: 

Советский экран, 2023. Встреча на Эльбе",https://imo10.labirint.ru/books/1026051/cover.jpg/363-0,"Родина: 

Советский экран",2023,Детективы,2026-01-20 01:41:26
Кащеево время,Аматуни Гай Петроний,1699,1 699 ₽,https://www.labirint.ru/books/1026068/,labirint,978422789237,"Родина: 

Родительское собрание, 2023. Кащеево время",https://imo10.labirint.ru/books/1026068/cover.jpg/363-0,"Родина: 

Родительское собрание",2023,Детективы,2026-01-20 01:41:26
Рыжий Орм. Путь викинга,Бенгтссон Франц Гуннар,1984,1 984 ₽,https://www.labirint.ru/books/1026100/,labirint,978393636363,"Родина: 

Инодетектив, 2023. Рыжий Орм. Путь викинга",https://imo10.labirint.ru/books/1026100/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Трюкач,Бродер Пол,1391,1 391 ₽,https://www.labirint.ru/books/1026101/,labirint,978936283935,"Родина: 

Инодетектив, 2023. Трюкач",https://imo10.labirint.ru/books/1026101/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Беглец. Несправедливо обвиненный,Диллард Дж. М.,1382,1 382 ₽,https://www.labirint.ru/books/1026102/,labirint,978165199760,"Родина: 

Инодетектив, 2023. Беглец. Несправедливо обвиненный",https://imo10.labirint.ru/books/1026102/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Спрут,Незе Марко,1624,1 624 ₽,https://www.labirint.ru/books/1026103/,labirint,978243437045,"Родина: 

Инодетектив, 2023. Спрут",https://imo10.labirint.ru/books/1026103/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Каждому свое,Шаша Леонардо,1350,1 350 ₽,https://www.labirint.ru/books/1026104/,labirint,978387380416,"Родина: 

Инодетектив, 2023. Каждому свое",https://imo10.labirint.ru/books/1026104/cover.jpg/363-0,"Родина: 

Инодетектив",2023,Детективы,2026-01-20 01:41:26
Забытые чувства,Эм Ана,1504,1 504 ₽,https://www.labirint.ru/books/1026365/,labirint,978312879420,"Дримбук: 

Дримбук. Dark romance, 2023. Забытые чувства",https://imo10.labirint.ru/books/1026365/cover.jpg/363-0,"Дримбук: 

Дримбук. Dark romance",2023,Детективы,2026-01-20 01:41:26
Линия соприкосновения,Журавли Евгений Вячеславович,1106,1 106 ₽,https://www.labirint.ru/books/1026366/,labirint,978990204938,"Яуза: 

Военная проза ХХI века, 2023. Линия соприкосновения",https://imo10.labirint.ru/books/1026366/cover.jpg/363-0,"Яуза: 

Военная проза ХХI века",2023,Детективы,2026-01-20 01:41:26
"""Ботаник"" - мой позывной",Комов Алексей Константинович,1177,1 177 ₽,https://www.labirint.ru/books/1023704/,labirint,978575431682,"Вече: 

Zа ленточкой, 2023. ""Ботаник"" - мой позывной",https://imo10.labirint.ru/books/1023704/cover.jpg/363-0,"Вече: 

Zа ленточкой",2023,Детективы,2026-01-20 01:41:26
Битва за Степь. От неудач к победам,Шигин Владимир Виленович,1471,1 471 ₽,https://www.labirint.ru/books/1026285/,labirint,978916397378,"Вече: 

Большая игра, 2023. Битва за Степь. От неудач к победам",https://imo10.labirint.ru/books/1026285/cover.jpg/363-0,"Вече: 

Большая игра",2023,Детективы,2026-01-20 01:41:26
Битва за Дальний Восток. От противостояния к Антанте,Шигин Владимир Виленович,1471,1 471 ₽,https://www.labirint.ru/books/1026287/,labirint,978393424061,"Вече: 

Большая игра, 2023. Битва за Дальний Восток. От противостояния к Антанте",https://imo10.labirint.ru/books/1026287/cover.jpg/363-0,"Вече: 

Большая игра",2023,Детективы,2026-01-20 01:41:26
1612. Минин и Пожарский,Поротников Виктор Петрович,1177,1 177 ₽,https://www.labirint.ru/books/1026291/,labirint,978850843879,"Вече: 

Всемирная история в романах, 2023. 1612. Минин и Пожарский",https://imo10.labirint.ru/books/1026291/cover.jpg/363-0,"Вече: 

Всемирная история в романах",2023,Детективы,2026-01-20 01:41:26
Название не указано,Автор не указан,0,0 ₽,,labirint,978897062548,"Издательство не указано, 2023. Название не указано",,Издательство не указано,2023,Детективы,2026-01-20 01:41:26
Божественный Цезарь,Старшинов Александр,1177,1 177 ₽,https://www.labirint.ru/books/1026292/,labirint,978602065234,"Вече: 

Всемирная история в романах, 2023. Божественный Цезарь",https://imo10.labirint.ru/books/1026292/cover.jpg/363-0,"Вече: 

Всемирная история в романах",2023,Детективы,2026-01-20 01:41:26
Иван Пророк ХХ века,Споров Борис Федорович,1471,1 471 ₽,https://www.labirint.ru/books/1026296/,labirint,978215382400,"Вече: 

Волжский роман, 2023. Иван Пророк ХХ века",https://imo10.labirint.ru/books/1026296/cover.jpg/363-0,"Вече: 

Волжский роман",2023,Детективы,2026-01-20 01:41:26
Найти и обезвредить,Гришин Михаил Анатольевич,1177,1 177 ₽,https://www.labirint.ru/books/1026297/,labirint,978887881692,"Вече: 

Военные приключения, 2023. Найти и обезвредить",https://imo10.labirint.ru/books/1026297/cover.jpg/363-0,"Вече: 

Военные приключения",2023,Детективы,2026-01-20 01:41:26
Под драгунским штандартом,Носатов Виктор Иванович,1177,1 177 ₽,https://www.labirint.ru/books/1026298/,labirint,978616184250,"Вече: 

Военные приключения, 2023. Под драгунским штандартом",https://imo10.labirint.ru/books/1026298/cover.jpg/363-0,"Вече: 

Военные приключения",2023,Детективы,2026-01-20 01:41:26
Секретный фарватер,Платов Леонид Дмитриевич,1471,1 471 ₽,https://www.labirint.ru/books/1026300/,labirint,978627262021,"Вече: 

Военные приключения. Долг.Честь.Мужество, 2023. Секретный фарватер",https://imo10.labirint.ru/books/1026300/cover.jpg/363-0,"Вече: 

Военные приключения. Долг.Честь.Мужество",2023,Детективы,2026-01-20 01:41:26
Дом и корабль,Крон Александр Александрович,1471,1 471 ₽,https://www.labirint.ru/books/1026301/,labirint,978648582029,"Вече: 

Военный роман, 2023. Дом и корабль",https://imo10.labirint.ru/books/1026301/cover.jpg/363-0,"Вече: 

Военный роман",2023,Детективы,2026-01-20 01:41:26
Тайное вмешательство,Водолагин Александр Валерьевич,1471,1 471 ₽,https://www.labirint.ru/books/1026305/,labirint,978761893206,"Вече: 

Духовная проза, 2023. Тайное вмешательство",https://imo10.labirint.ru/books/1026305/cover.jpg/363-0,"Вече: 

Духовная проза",2023,Детективы,2026-01-20 01:41:26
На Херсонском направлении,Нестеренко Владимир Георгиевич,1177,1 177 ₽,https://www.labirint.ru/books/1026306/,labirint,978324321449,"Вече: 

Zа ленточкой, 2023. На Херсонском направлении",https://imo10.labirint.ru/books/1026306/cover.jpg/363-0,"Вече: 

Zа ленточкой",2023,Детективы,2026-01-20 01:41:26
Название не указано,Автор не указан,346,346 ₽,,labirint,978739897414,"Издательство не указано, 2023. Название не указано",,Издательство не указано,2023,Детективы,2026-01-20 01:41:26
Аукцион,Барабашов Валерий Михайлович,1177,1 177 ₽,https://www.labirint.ru/books/1026308/,labirint,978913238218,"Вече: 

Любимый детектив, 2023. Аукцион",https://imo10.labirint.ru/books/1026308/cover.jpg/363-0,"Вече: 

Любимый детектив",2023,Детективы,2026-01-20 01:41:26
Сеть Гефеста,Андрюхин Александр Николаевич,1177,1 177 ₽,https://www.labirint.ru/books/1026309/,labirint,978927488938,"Вече: 

Любимый детектив, 2023. Сеть Гефеста",https://imo10.labirint.ru/books/1026309/cover.jpg/363-0,"Вече: 

Любимый детектив",2023,Детективы,2026-01-20 01:41:26
Принцип трех обезьян,Левит Ирина Семеновна,1177,1 177 ₽,https://www.labirint.ru/books/1026312/,labirint,978570649474,"Вече: 

Леди-детектив, 2023. Принцип трех обезьян",https://imo10.labirint.ru/books/1026312/cover.jpg/363-0,"Вече: 

Леди-детектив",2023,Детективы,2026-01-20 01:41:26
Дочь Монтесумы,Хаггард Генри Райдер,1177,1 177 ₽,https://www.labirint.ru/books/1026313/,labirint,978162970906,"Вече: 

Мастера приключений. Избранное (мяг.обл), 2023. Дочь Монтесумы",https://imo10.labirint.ru/books/1026313/cover.jpg/363-0,"Вече: 

Мастера приключений. Избранное (мяг.обл)",2023,Детективы,2026-01-20 01:41:26
Четыре добрых повести,Дивов Олег Игоревич,1765,1 765 ₽,https://www.labirint.ru/books/1026314/,labirint,978544203244,"Вече: 

Новая библиотека приключений и научной фантастики, 2023. Четыре добрых повести",https://imo10.labirint.ru/books/1026314/cover.jpg/363-0,"Вече: 

Новая библиотека приключений и научной фантастики",2023,Детективы,2026-01-20 01:41:26
Актея,Вестбери Хью,1177,1 177 ₽,https://www.labirint.ru/books/1026318/,labirint,978633856950,"Вече: 

Одна история любви (мяг. обл.), 2023. Актея",https://imo10.labirint.ru/books/1026318/cover.jpg/363-0,"Вече: 

Одна история любви (мяг. обл.)",2023,Детективы,2026-01-20 01:41:26
"Псы господни. Жирная, грязная и продажная. Янычары",Пикуль Валентин Саввич,1177,1 177 ₽,https://www.labirint.ru/books/1026319/,labirint,978879622695,"Вече: 

Собрание сочинений В.С. Пикуля Мягкая обложка, 2023. Псы господни. Жирная, грязная и продажная. Янычары",https://imo10.labirint.ru/books/1026319/cover.jpg/363-0,"Вече: 

Собрание сочинений В.С. Пикуля Мягкая обложка",2023,Детективы,2026-01-20 01:41:26
Груманланы. В страну мрака. Крещение огнём,Личутин Владимир Владимирович,1471,1 471 ₽,https://www.labirint.ru/books/1026321/,labirint,978649155644,"Вече: 

Проза Русского Севера, 2023. Груманланы. В страну мрака. Крещение огнём",https://imo10.labirint.ru/books/1026321/cover.jpg/363-0,"Вече: 

Проза Русского Севера",2023,Детективы,2026-01-20 01:41:26
Золото адмирала,Витковский Александр Дмитриевич,1471,1 471 ₽,https://www.labirint.ru/books/1026324/,labirint,978314107550,"Вече: 

Сибириада, 2023. Золото адмирала",https://imo10.labirint.ru/books/1026324/cover.jpg/363-0,"Вече: 

Сибириада",2023,Детективы,2026-01-20 01:41:26
Первое открытие,Задорнов Николай Павлович,1471,1 471 ₽,https://www.labirint.ru/books/1026325/,labirint,978624439095,"Вече: 

Сибириада. Собрание сочинений Задорнова Н., 2023. Первое открытие",https://imo10.labirint.ru/books/1026325/cover.jpg/363-0,"Вече: 

Сибириада. Собрание сочинений Задорнова Н.",2023,Детективы,2026-01-20 01:41:26
Золотая петля Кызыргана,Козловский Алексей Дмитриевич,1030,1 030 ₽,https://www.labirint.ru/books/1026326/,labirint,978197434069,"Вече: 

Сибирский приключенческий роман, 2023. Золотая петля Кызыргана",https://imo10.labirint.ru/books/1026326/cover.jpg/363-0,"Вече: 

Сибирский приключенческий роман",2023,Детективы,2026-01-20 01:41:26
За столетие до Ермака,Каргалов Вадим Викторович,1177,1 177 ₽,https://www.labirint.ru/books/1026329/,labirint,978856639373,"Вече: 

У истоков Руси, 2023. За столетие до Ермака",https://imo10.labirint.ru/books/1026329/cover.jpg/363-0,"Вече: 

У истоков Руси",2023,Детективы,2026-01-20 01:41:26
"Охотники за ""зипунами""",Чиненков Александр Владимирович,1471,1 471 ₽,https://www.labirint.ru/books/1026330/,labirint,978352433942,"Вече: 

Урал-батюшка, 2023. Охотники за ""зипунами""",https://imo10.labirint.ru/books/1026330/cover.jpg/363-0,"Вече: 

Урал-батюшка",2023,Детективы,2026-01-20 01:41:26
Письмо российскому воину. Фронтовая поэзия,Мамаев Михаил Алексеевич,1102,1 102 ₽,https://www.labirint.ru/books/1026331/,labirint,978348894238,"Вече: 

Фронтовая поэзия, 2023. Письмо российскому воину. Фронтовая поэзия",https://imo10.labirint.ru/books/1026331/cover.jpg/363-0,"Вече: 

Фронтовая поэзия",2023,Детективы,2026-01-20 01:41:26
Кованый сундук,Воинов Александр Исаевич,1471,1 471 ₽,https://www.labirint.ru/books/1026332/,labirint,978984472890,"Вече: 

Шпионы. Дело №..., 2023. Кованый сундук",https://imo10.labirint.ru/books/1026332/cover.jpg/363-0,"Вече: 

Шпионы. Дело №...",2023,Детективы,2026-01-20 01:41:26
Тайна стоит жизни,Фаткудинов Зуфар Максумович,1471,1 471 ₽,https://www.labirint.ru/books/1026333/,labirint,978684589067,"Вече: 

Шпионы. Дело №..., 2023. Тайна стоит жизни",https://imo10.labirint.ru/books/1026333/cover.jpg/363-0,"Вече: 

Шпионы. Дело №...",2023,Детективы,2026-01-20 01:41:26
Лунный камень,Коллинз Уилки,1609,1 609 ₽,https://www.labirint.ru/books/823014/,labirint,978154434646,"Качели: 

Читаем на качелях, 2023. Лунный камень",https://imo10.labirint.ru/books/823014/cover.jpg/363-0,"Качели: 

Читаем на качелях",2023,Детективы,2026-01-20 01:41:34
Клуб самоубийц,Стивенсон Роберт Льюис,568,568 ₽,https://www.labirint.ru/books/697728/,labirint,978424485175,"Аркадия: 

Black and White, 2023. Клуб самоубийц",https://imo10.labirint.ru/books/697728/cover.jpg/363-0,"Аркадия: 

Black and White",2023,Детективы,2026-01-20 01:41:34
Дракон,Замятин Евгений Иванович,157,157 ₽,https://www.labirint.ru/books/896631/,labirint,978970720372,"Галерея классики: 

Карманная классика, 2023. Дракон",https://imo10.labirint.ru/books/896631/cover.jpg/363-0,"Галерея классики: 

Карманная классика",2023,Детективы,2026-01-20 01:41:34
Иствикские ведьмы,Апдайк Джон,959,959 ₽,https://www.labirint.ru/books/872847/,labirint,978408793775,"Текст: 

Классика ХХ, 2023. Иствикские ведьмы",https://imo10.labirint.ru/books/872847/cover.jpg/363-0,"Текст: 

Классика ХХ",2023,Детективы,2026-01-20 01:41:34
